Zeitstempel,Welche der folgenden Entwicklungsumgebungen hast du im letzten Jahr benutzt?,Welche der folgenden Entwicklungsumgebungen hast du am Anfang deines Studiums (1./2. Semester) genutzt?,Welche IDE nutzt du am meisten?,Welche IDE findest du am besten?,Warum findest du diese IDE am besten?,Welchen konsolenbasierten Editor nutzt du am meisten?,Welchen konsolenbasierten Editor findest du am besten?,Warum findest du diesen Editor am besten?,Welchen Editor mit GUI nutzt du am meisten?,Welchen Editor mit GUI findest du am besten?,Warum findest du diesen Editor mit GUI am besten?,Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [IntelliJ],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Eclipse],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Xcode],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Vim],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Atom],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Microsoft Visual Studio],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Netbeans],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [PyCharm],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Code::Blocks],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Sublime],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Gedit],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [IntelliJ],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Eclipse],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Xcode],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Vim],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Atom],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Microsoft Visual Studio],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Netbeans],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [PyCharm],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Code::Blocks],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Sublime],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Gedit],"Was sind Features, die dir in einer Entwicklungsumgebung am wichtigsten sind?"
04.06.2019 18:10:46,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",IntelliJ,IntelliJ,"Beste Benutzerfreundlichkeit, zuverlässig, schnell, modern, viele + gute Features. Beste IDE.",Vim,Vim,"Zuverlässig und genau, hat alle Features, die man auf der Konsole braucht und macht keine komischen Dinge wie Nano.",Visual Studio Code,Visual Studio Code,"Schneller als Atom, viele Features, Zuverlässig, Community sehr aktiv für VSC",Sehr gut,Sehr schlecht,Nicht einschätzbar,Gut,Gut,Gut,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,"C/C++, Java/Kotlin, JavaScript, PHP, Python, Bash/Konsolen-Scripts",,,Bash/Konsolen-Scripts,,"C/C++, Java/Kotlin, JavaScript, Bash/Konsolen-Scripts",,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), Hohe Kompatibilität mit Programmier/Scriptsprachen, Erweiterbarkeit durch Plugins, Benutzerfreundlichkeit (gute GUI, passendes Feedback, Nachvollziehbarkeit/Verständlichkeit einer Aktion/Option)"
05.06.2019 05:57:04,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",IntelliJ,IntelliJ,,Vim,Vim,,Notepad++,Notepad++,,Sehr gut,Mittelmäßig,Nicht einschätzbar,Gut,Nicht einschätzbar,Sehr gut,Gut,Gut,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Java/Kotlin,Java/Kotlin,,"Python, Bash/Konsolen-Scripts",,JavaScript,Java/Kotlin,,C/C++,,,"Codevervollständigung, Codegenerierung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
05.06.2019 08:30:48,"Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",Keine,Keine,,Vim,Vim,Praktische Hotkeys,Visual Studio Code,Visual Studio Code,,Mittelmäßig,Mittelmäßig,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Mittelmäßig,,,,"C/C++, Python, Bash/Konsolen-Scripts",,,,,,"C/C++, Python, Bash/Konsolen-Scripts",,"Codevervollständigung, Debugger, Syntax-Highlighting"
05.06.2019 12:58:06,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,,Nano,Vim,,Visual Studio Code,Visual Studio Code,,Sehr gut,Schlecht,Nicht einschätzbar,Mittelmäßig,Schlecht,Gut,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Java/Kotlin,,,,,C/C++,,,,,,"Codevervollständigung, Codegenerierung, Debugger, Geringer Verbrauch (Speicher, Leistung, etc.)"
05.06.2019 17:02:17,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Eclipse,IntelliJ,,Nano,Nano,,pluma,Notepad++,,Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Java/Kotlin,"Java/Kotlin, PHP",,,,,Java/Kotlin,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
05.06.2019 17:35:16,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,Keine,,Keinen,Keinen,,Notepad++,Keinen,,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,Java/Kotlin,,,,,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
05.06.2019 20:24:23,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,,Keinen,Keinen,,"NP++ und Gedit gleichermaßen, je nach Windows / Linux",Notepad++,"Klein, schneller start, viele ""einfache"" Funktionen, im vgl mit Gedit viel ausgereifter und anpassbarer + erweiterbar",Gut,Schlecht,Nicht einschätzbar,Sehr schlecht,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,Gut,Nicht einschätzbar,Gut,Gut,Java/Kotlin,,,,,,,,,"Java/Kotlin, JavaScript, Python","Java/Kotlin, JavaScript, Python","Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
05.06.2019 20:59:36,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",PyCharm,"PyCharm für Python, IntelliJ für Java","Die JetBrains-IDE bieten eine sehr gute Unterstützung bei der Entwicklung mit einer großen Anzahl an Feature und Funktionen, die einem das programmieren ungemein erleichtern und eine effiziente Arbeitsweise ermöglichen, dass man sich auch das Wesentliche: die Logik konzentrieren kann.
Des weiteren sind Funktionen wie das Code-Refactoring einfach unheimlich mächtig.",Vim,Vim,"Man kommt schnell zum Ziel und hat ""von Haus aus"" schon z.B. Syntax-Highlighting aktiviert, so dass man direkt loslegen kann (Im Gegensatz zu bspw. Nano)",Sublime,Sublime,"Bietet für einen GUI-Editor eine Menge Funktionen und lässt sich ansonsten durch die große Anzahl an verfügbaren Plugins entsprechend erweitern.
Last but not least: Die Multiple Selections/Cursors sind einfach awesome - Da kann selbst JetBrains nicht mithalten.",Sehr gut,Mittelmäßig,Nicht einschätzbar,Gut,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Gut,Nicht einschätzbar,Java/Kotlin,Java/Kotlin,,Bash/Konsolen-Scripts,,,,,,"JavaScript, PHP",,"Codevervollständigung, Syntax-Highlighting, Code-Refactoring (neu Einrücken, Whitespaces korrigieren, ...), Anpassbarkeit (Einstellungen) an die eigenen Bedürfnisse."
06.06.2019 07:04:34,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",IntelliJ,IntelliJ,"Schnell, kann alles und für andere Programmiersprachen gibt es Derivate (WebStorm, PyCharm, ...)",Nano,Vim,"Hat im Vergleich zu Nano Syntax-Highlighting, allerdings kann ich mir die Commands von Vim nie merken.",Visual Studio Code,Visual Studio Code,VSC hat die beste Addon-Unterstüztung.,Sehr gut,Schlecht,Nicht einschätzbar,Gut,Schlecht,Gut,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Sehr gut,Sehr gut,"Java/Kotlin, Python",,,Bash/Konsolen-Scripts,Bash/Konsolen-Scripts,JavaScript,,,,Bash/Konsolen-Scripts,Bash/Konsolen-Scripts,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting, Gutes Aussehen (unabhängig ob es ein GUI-Editor ist oder nicht)"
06.06.2019 17:36:56,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",PyCharm,PyCharm,"Gewohnheit, Komfortable Nutzung, häufig selbsterklärende Nutzung",Nano,Nano,Einfach Nutzung und sehr schlank,Kate,Kate,"Gutes Highlighting, angenehme Nutzeroberfläche",Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Mittelmäßig,,Gut,Gut,Mittelmäßig,Schlecht,,,,,,,,,C/C++,,"Java/Kotlin, Python","Codevervollständigung, Syntax-Highlighting"
10.06.2019 14:49:27,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",IntelliJ,IntelliJ,"Plattformunabhängig, hat VIM Tastenbelegung, arbeitet wie AndroidStudio",Vim,Vim,"Sehr mächtig, nutze ihn schon lange, beherrsche die Features",Visual Studio Code,Visual Studio Code,"Plattformunabhängig, hat VIM Tastenbelegung, Features sind leicht zu lernen, Unterstützt viele verschiedene Sprachen",Gut,Schlecht,Mittelmäßig,Sehr gut,Nicht einschätzbar,Sehr schlecht,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,"Java/Kotlin, C#, Python, Bash/Konsolen-Scripts",,,"Python, Bash/Konsolen-Scripts",,C#,,,,,,"Codevervollständigung, Codegenerierung, Debugger, Syntax-Highlighting"
12.06.2019 14:08:58,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,Eclipse,"Habe ich am meisten genutzt und kenn mich am besten aus, an sich wären andere locker besser",Keinen,Keinen,,Notepad++,Notepad++,,,Gut,,,,,,,,,Gut,,Java/Kotlin,,,,,,,,,"JavaScript, Bash/Konsolen-Scripts","Codevervollständigung, Debugger, Syntax-Highlighting"
